"";"0-4";"5-9";"10-14";"15-19";"20-24";"25-29";"30-34";"35-39";"40-44";"45-49";"50-54";"55-59";"60-64";"65-69";"70-74";"75-79";"80-84";"85+"
"Lake County, Colorado";321;317;286;328;437;412;358;305;337;325;241;135;159;89;63;45;21;13
"La Plata County, Colorado";1143;1390;1556;2025;2318;1565;1391;1601;1916;1979;1663;1111;837;664;509;338;215;141
"Larimer County, Colorado";7890;8446;9087;10226;13295;10401;8644;9758;10546;9934;7906;5464;3899;3206;2667;2088;1296;901
"Las Animas County, Colorado";418;533;591;565;390;366;385;496;553;576;618;418;392;298;316;244;147;135
"Lincoln County, Colorado";159;207;239;218;200;299;284;360;368;276;180;177;126;115;80;68;57;38
"Logan County, Colorado";659;726;737;910;843;763;757;924;928;797;630;461;420;353;334;305;169;118
"Mesa County, Colorado";3693;4085;4297;4647;3643;3407;3330;4037;4657;4472;3826;2834;2404;2206;2043;1670;1002;686
"Mineral County, Colorado";19;28;35;21;13;18;15;32;37;40;36;32;27;24;22;18;6;1
"Moffat County, Colorado";479;486;636;589;432;410;419;528;634;630;462;356;242;179;147;91;75;41
"Montezuma County, Colorado";834;930;1027;920;547;598;718;817;905;975;809;639;548;500;396;274;184;95
"Montrose County, Colorado";1154;1287;1271;1339;748;854;974;1173;1291;1240;1115;939;859;694;561;432;315;212
"Morgan County, Colorado";1201;1206;1111;1116;830;866;988;1015;1060;929;736;550;535;435;375;307;191;162
"Otero County, Colorado";694;754;835;885;588;535;508;671;711;742;628;508;459;429;389;275;182;133
"Ouray County, Colorado";91;126;135;124;55;91;83;137;186;176;180;157;130;88;62;43;21;5
"Park County, Colorado";430;501;505;472;254;343;483;734;881;849;695;473;334;241;179;72;37;27
"Phillips County, Colorado";150;171;179;161;88;104;131;158;179;169;118;103;97;100;84;74;48;50
"Pitkin County, Colorado";294;379;403;325;543;866;835;693;725;768;736;520;315;236;165;86;48;21
"Prowers County, Colorado";601;630;618;653;574;491;460;501;529;480;424;316;271;203;208;147;100;72
"Pueblo County, Colorado";4870;5294;5171;5616;4554;4340;4470;5068;5232;5012;4474;3222;2785;2662;2564;1964;1153;785
"Rio Blanco County, Colorado";161;195;268;325;152;150;188;209;267;273;210;185;142;100;84;63;30;19
"Rio Grande County, Colorado";437;443;540;541;326;317;326;390;482;497;381;341;270;250;216;167;116;76
"Routt County, Colorado";541;609;716;739;880;1039;930;880;1075;1095;845;467;315;182;127;86;41;32
"Saguache County, Colorado";206;237;259;257;153;144;164;234;229;271;218;173;125;106;83;63;38;24
"San Juan County, Colorado";12;11;17;23;6;19;18;16;29;34;43;25;20;6;6;5;3;0
"San Miguel County, Colorado";157;156;152;184;308;496;385;344;361;333;305;210;87;64;38;16;4;7
"Sedgwick County, Colorado";87;87;88;101;68;78;81;65;107;103;95;69;77;74;68;60;38;28
"Summit County, Colorado";678;617;552;722;1989;2160;1604;1280;1149;919;791;479;304;221;135;62;17;18
"Teller County, Colorado";609;716;884;804;369;423;581;990;1175;1095;931;620;463;339;220;119;50;24
"Washington County, Colorado";160;181;212;202;110;116;136;176;188;201;162;143;110;103;116;99;50;39
"Weld County, Colorado";7211;7455;7297;8114;8178;6713;6481;7161;6983;6325;5218;3652;2984;2253;1870;1441;807;574
"Yuma County, Colorado";298;388;420;437;261;277;298;345;372;344;275;256;201;196;174;125;88;85
"Fairfield County, Connecticut";32880;34479;31886;26301;21744;25349;32292;37924;37097;31772;27992;22295;16460;14284;12733;10017;6377;4245
"Hartford County, Connecticut";27980;31162;31295;27906;23182;25356;30214;34743;34886;30642;27541;21305;15767;13783;13194;11123;7321;4876
"Litchfield County, Connecticut";5433;6589;7166;5689;3545;4199;6113;7828;8424;7563;6862;5257;3665;3108;2794;2303;1459;1047
"Middlesex County, Connecticut";4908;5316;5162;4863;3939;4178;5793;6880;6964;6134;5596;4244;2979;2565;2250;1707;1233;883
"New Haven County, Connecticut";27056;29658;29817;28013;24653;25227;29872;32848;32988;28656;25782;19599;14421;12692;12107;10690;7077;4775
"New London County, Connecticut";8308;9248;9331;8708;8490;8285;9524;11433;11484;9712;8315;6587;4751;4133;3858;3010;1869;1126
"Tolland County, Connecticut";4128;4521;4774;5627;5986;4082;4996;6100;6257;5292;4624;3637;2401;1860;1623;1235;783;457
"Windham County, Connecticut";3436;4030;4275;4184;3564;3304;3929;4724;4649;4101;3529;2697;1965;1625;1393;1129;735;523
"Kent County, Delaware";4611;5005;5071;4859;4229;3824;4429;5087;4833;3930;3657;2868;2369;2285;1679;1182;728;424
"New Castle County, Delaware";17089;18569;18046;18128;17458;17493;19235;20933;20231;17222;15043;11327;8534;7428;6465;5006;2968;1768
"Sussex County, Delaware";4578;5138;5185;4957;3929;4119;4769;5737;5864;5348;5079;4575;4317;4368;3794;2579;1434;758
"District of Columbia, District of Columbia";16483;17760;15097;18016;23617;25232;24522;23391;20618;18745;16615;12675;10052;8162;6941;5602;3415;2423
"Alachua County, Florida";5686;6281;6533;10635;18015;9493;7029;6982;6967;6813;6110;4227;3039;2641;2242;1800;1200;712
"Baker County, Florida";768;858;929;951;874;833;930;1030;973;893;755;551;462;355;267;142;64;53
"Bay County, Florida";4639;5210;5275;5204;4659;4909;5126;6383;6162;5203;4831;3862;3269;2978;2561;1661;924;550
"Bradford County, Florida";765;798;864;930;1132;1238;1315;1465;1341;1115;898;708;598;475;391;293;163;107
"Brevard County, Florida";12650;15048;16453;15345;11473;11331;13702;19143;19999;16676;14311;12643;11924;12944;11608;9296;5624;3016
"Broward County, Florida";52937;56644;55949;48586;40710;51482;61365;71280;67331;56891;48713;36960;28600;25513;25430;22687;16977;15177
"Calhoun County, Florida";381;387;501;459;535;660;682;617;578;491;393;319;300;223;223;124;84;67
"Charlotte County, Florida";2633;3113;3409;3170;2220;2428;3020;3726;4010;3761;3862;4232;5016;6365;6323;5291;3133;1936
"Citrus County, Florida";2271;2874;3374;2922;1783;1979;2387;3102;3427;3292;3357;3695;4387;5007;5092;3964;2387;1391
"Clay County, Florida";4680;5635;6246;5549;3720;4005;4747;6159;5947;5259;4856;3693;2825;2104;1628;1187;696;399
"Collier County, Florida";6960;7289;6909;7270;6777;7290;7952;8880;8230;7296;6775;6997;7698;8768;8569;6463;3638;2095
"Columbia County, Florida";1855;2059;2157;2163;1951;1765;1912;2145;2255;2034;1817;1574;1334;1208;1009;782;403;233
"Desoto County, Florida";940;1028;1106;1427;1845;1722;1305;1288;1148;977;797;808;765;872;822;640;390;223
"Dixie County, Florida";396;413;440;482;438;470;497;606;588;501;472;443;443;431;318;258;115;53
"Duval County, Florida";28624;29583;29597;27433;26494;29534;30568;33264;31469;26672;23155;16438;12501;10250;8753;6926;4011;2509
"Escambia County, Florida";9147;9980;10128;13131;12708;11077;10404;11447;11171;9588;8666;6810;5864;5085;4372;3441;1992;1172
"Flagler County, Florida";1047;1198;1450;1290;797;858;1088;1358;1500;1523;1526;1587;1827;2130;1996;1622;744;346
"Franklin County, Florida";261;265;314;295;385;525;532;616;548;475;413;413;378;281;234;159;78;70
"Gadsden County, Florida";1534;1675;1785;1804;1438;1389;1398;1649;1682;1661;1318;1016;864;764;578;412;279;202
"Gilchrist County, Florida";418;498;544;701;1219;358;395;469;521;456;451;386;346;307;243;180;95;56
"Glades County, Florida";331;334;340;327;362;452;411;432;441;344;314;329;355;381;293;202;91;62
"Gulf County, Florida";360;424;427;442;344;527;511;676;643;523;470;410;363;362;286;178;107;66
"Hamilton County, Florida";435;407;449;523;775;648;687;717;652;585;471;368;280;244;176;120;80;40
"Hardee County, Florida";1053;1015;1117;1219;1277;1262;1119;1147;979;836;707;601;555;495;533;415;204;111
"Hendry County, Florida";1464;1546;1617;2069;2417;1589;1502;1431;1247;1070;912;771;722;594;515;348;185;121
"Hernando County, Florida";3050;3420;3840;3513;2269;2450;2843;3541;3803;3562;3627;3633;3838;4836;5296;4641;2654;1314
"Highlands County, Florida";2154;2374;2511;2675;2017;1925;1962;2295;2365;2178;2070;2168;2605;3243;3838;3220;1912;1088
"Hillsborough County, Florida";34968;37283;36530;34505;32763;36628;38897;42250;39881;34225;30416;22539;17622;15488;13543;10602;6528;4104
"Holmes County, Florida";526;628;659;696;733;805;819;846;728;624;624;515;489;415;300;210;128;101
"Indian River County, Florida";2716;3073;3276;3498;2372;2494;2804;3446;3699;3453;3150;2768;2964;3600;4003;3631;2341;1345
"Jackson County, Florida";1281;1434;1514;1943;1858;1903;1904;2162;1991;1880;1589;1215;1077;909;746;537;335;255
"Jefferson County, Florida";357;390;429;487;406;411;458;550;603;536;507;386;265;239;223;172;89;73
"Lafayette County, Florida";222;227;223;277;405;469;429;416;333;229;235;172;166;152;107;69;50;19
"Lake County, Florida";5675;6298;6284;5658;4147;4849;5776;7215;7043;6160;5602;5481;6116;7226;7409;5698;3227;2002
"Lee County, Florida";11770;12575;12786;11826;9880;11142;12590;14741;14654;13182;12876;12526;12956;14413;14772;11828;6956;4031
"Leon County, Florida";6991;7198;7372;11277;16960;9636;7887;7862;8117;7846;7094;4763;3204;2520;2128;1622;1018;639
"Levy County, Florida";1036;1137;1211;1186;782;817;902;1113;1114;1140;1104;1087;1093;939;886;589;356;198
"Liberty County, Florida";200;218;214;240;317;499;458;456;420;261;221;173;148;115;98;67;27;22
"Madison County, Florida";557;622;751;849;711;759;719;814;707;633;593;448;439;350;302;205;145;106
"Manatee County, Florida";7572;7887;8075;7407;6255;6815;7802;8907;9015;8124;7450;6723;6650;7326;7926;6731;4155;2729
"Marion County, Florida";6966;7899;8603;7915;5500;6030;6889;8512;8701;7578;7230;6677;7166;8256;8643;6671;3753;1956
"Martin County, Florida";2868;3476;3754;3202;2628;2678;3261;4295;4609;4172;4021;3495;3453;4105;4378;3929;2421;1447
"Miami-Dade County, Florida";74703;80633;81888;78781;72172;81817;86770;95210;82669;71898;62742;51578;44998;38239;33904;24429;14715;11749
"Monroe County, Florida";1813;1982;2067;1971;2018;2517;3023;3712;3946;4020;3936;3092;2415;1926;1713;1178;675;375
"Nassau County, Florida";1797;2017;2273;2016;1445;1615;1862;2302;2372;2227;2039;1718;1474;1274;954;597;304;157
"Okaloosa County, Florida";5531;5925;6182;6305;6573;6339;6136;7929;7287;5790;5315;4119;3536;3594;2455;1746;977;421
"Okeechobee County, Florida";1187;1267;1361;1700;1370;1374;1364;1406;1378;1116;1023;922;936;883;837;618;315;188
"Orange County, Florida";31444;33477;32690;32108;35810;37543;38798;40870;36869;30169;25010;17982;13757;12022;10063;7616;4663;2825
"Osceola County, Florida";5989;6843;6900;6464;5794;6028;6493;7220;6746;5657;5043;3962;3265;2874;2365;1726;1019;634
"Palm Beach County, Florida";32246;35371;36045;31980;26452;30539;35886;43147;42660;36653;31949;26542;23059;25125;29406;27295;18970;13414
"Pasco County, Florida";9315;10123;10476;9269;6680;7891;9862;11974;11542;10178;9795;8824;8659;9732;10803;9616;6556;4122
"Pinellas County, Florida";23370;26142;26396;24265;20691;25279;29096;35182;35629;32541;30218;23877;20952;21343;21864;19127;13189;9798
"Polk County, Florida";15994;17155;17438;16958;13875;14517;15331;17402;16848;15064;13938;12018;11411;11421;11169;8918;4944;2965
"Putnam County, Florida";2284;2575;2668;2414;1821;1711;1988;2212;2544;2270;2308;2010;1939;1939;1785;1267;703;353
"Saint Johns County, Florida";3372;4127;4479;4042;2819;3045;3445;4745;5193;4966;4640;3495;2768;2642;2468;1894;1064;610
"Saint Lucie County, Florida";5498;6321;6782;5958;4436;4593;5495;6857;6952;6124;5460;4702;4827;5541;5742;4659;2713;1459
"Santa Rosa County, Florida";3937;4371;5039;4422;2880;3546;4174;5449;5305;4443;3853;3007;2689;2240;1731;1142;548;283
"Sarasota County, Florida";6492;7659;8255;7449;5854;6673;8016;9820;10552;10007;9603;9146;9475;10946;12037;10775;7004;4655
"Seminole County, Florida";11993;13324;14126;12627;11057;12190;13785;15959;15815;13823;12607;8918;6312;5224;4368;3433;1985;1230
"Sumter County, Florida";1115;1221;1293;1316;1391;1803;1893;2112;1806;1654;1547;1669;2347;2666;2126;1358;708;287
"Suwannee County, Florida";1036;1192;1218;1356;1021;1007;981;1172;1188;1150;1137;1022;1004;810;698;532;301;187
"Taylor County, Florida";597;633;739;710;570;720;682;814;787;735;667;569;430;386;360;225;122;87
"Union County, Florida";364;397;471;485;540;804;976;1176;991;799;575;369;244;205;143;82;47;25
"Volusia County, Florida";11031;12801;14024;14497;13268;11731;12897;15402;16110;14770;13914;11525;10873;11553;11494;9784;5959;3728
"Wakulla County, Florida";699;811;961;906;597;734;902;1015;1145;952;862;630;493;413;345;196;90;85
"Walton County, Florida";1157;1304;1273;1268;1072;1351;1384;1720;1779;1598;1458;1241;1193;1062;862;617;286;187
"Washington County, Florida";659;664;738;726;621;710;855;870;874;741;743;595;540;475;361;284;187;140
"Appling County, Georgia";662;659;662;734;547;598;559;648;643;613;592;448;369;288;247;169;81;62
"Atkinson County, Georgia";371;288;312;314;299;286;282;310;247;250;197;173;138;110;82;42;35;31
"Bacon County, Georgia";369;392;386;387;355;349;377;353;347;365;300;262;202;158;159;99;63;29
"Baker County, Georgia";132;152;154;137;147;128;139;118;133;119;129;98;89;72;57;42;23;17
"Baldwin County, Georgia";1138;1329;1438;2203;2509;2034;1970;2194;1994;1746;1519;1077;931;695;591;405;221;138
"Banks County, Georgia";556;520;567;523;450;512;575;616;562;538;476;413;315;236;177;124;82;41
"Barrow County, Georgia";1967;1941;1881;1570;1399;1954;2163;2196;1774;1481;1313;961;698;575;437;300;201;128
"Bartow County, Georgia";3026;3146;3033;2611;2219;2916;3236;3360;3079;2619;2338;1814;1279;1093;801;516;296;178
"Ben Hill County, Georgia";641;673;693;722;569;600;551;557;601;602;521;433;333;273;227;181;98;94
"Berrien County, Georgia";573;642;641;647;494;573;548;628;582;526;501;444;367;309;194;147;91;68
"Bibb County, Georgia";5788;5893;5601;5035;4629;5062;4932;5565;5454;5182;4535;3321;2544;2261;1986;1533;917;562
"Bleckley County, Georgia";378;425;452;645;402;283;378;435;369;357;343;280;244;203;182;127;69;48
"Brantley County, Georgia";569;569;621;601;433;489;500;618;571;502;479;393;315;284;193;106;63;37
"Brooks County, Georgia";522;659;691;676;508;492;499;530;621;523;476;403;332;275;260;210;110;105
"Bryan County, Georgia";928;1050;1109;1035;595;690;787;1037;1070;896;771;528;364;259;224;130;73;57
"Bulloch County, Georgia";1653;1742;1869;3565;4729;1890;1562;1695;1712;1527;1340;1040;823;737;528;425;262;156
"Burke County, Georgia";881;1021;1031;962;635;606;674;724;798;772;624;491;397;310;261;202;95;72
"Butts County, Georgia";592;684;690;716;727;853;851;1125;949;819;634;572;393;309;208;144;79;58
"Calhoun County, Georgia";196;195;197;212;370;318;364;370;337;297;206;126;115;68;75;65;37;25
"Camden County, Georgia";1920;2064;2011;1826;2718;2005;1888;1987;1600;1220;1079;718;548;354;319;172;83;54
"Candler County, Georgia";357;356;420;418;368;307;300;323;282;312;324;244;194;167;154;123;89;66
"Carroll County, Georgia";3155;3303;3299;3568;3688;3265;3275;3348;3211;2757;2525;2109;1611;1233;929;632;377;247
"Catoosa County, Georgia";1881;2062;1979;1762;1537;1863;1952;2193;2024;1803;1713;1362;1096;962;721;456;264;153
"Charlton County, Georgia";346;390;460;452;472;408;412;547;452;332;282;250;227;152;124;60;42;32
"Chatham County, Georgia";8041;8454;8414;8438;9518;8837;7999;8489;8350;7265;6722;5140;4132;3708;3238;2560;1527;958
"Chattahoochee County, Georgia";632;658;603;1097;2584;1340;927;694;357;149;106;72;64;54;33;22;11;2
"Chattooga County, Georgia";823;822;822;950;1140;1120;1021;1042;1091;870;803;686;552;461;408;263;162;103
"Cherokee County, Georgia";5916;5916;5756;4839;3922;4951;6337;7209;6912;5406;4756;3186;2208;1447;1110;741;369;231
"Clarke County, Georgia";2740;2594;2401;5272;11604;5316;3552;2979;2568;2415;2165;1542;1151;993;861;682;428;269
"Clay County, Georgia";99;131;119;134;72;57;93;70;93;128;109;84;81;78;76;50;35;17
"Clayton County, Georgia";10044;10469;9942;9108;9115;10654;10466;10241;8674;7222;6051;4301;2943;2268;1452;1074;557;311
"Clinch County, Georgia";257;271;278;247;208;225;263;289;256;255;226;160;145;117;94;61;48;20
"Cobb County, Georgia";22631;23011;22824;20793;21132;27860;27739;28473;26496;22213;19354;13266;8590;6267;4622;3328;1838;1071
"Coffee County, Georgia";1428;1534;1509;1592;1495;1425;1521;1488;1414;1207;1084;836;642;489;400;259;147;104
"Colquitt County, Georgia";1644;1583;1684;1775;1644;1558;1585;1508;1407;1287;1251;1010;781;658;560;450;283;160
"Columbia County, Georgia";3231;3808;4073;3676;2073;2327;2935;3887;3938;3745;3279;2232;1495;1121;819;504;287;200
"Cook County, Georgia";597;606;658;561;501;554;507;567;551;451;491;379;356;285;204;137;95;63
"Coweta County, Georgia";3701;3823;3653;3002;2432;3240;3920;4048;3685;2982;2883;2173;1576;1120;843;540;363;178
"Crawford County, Georgia";442;498;540;476;340;426;445;571;529;436;415;355;280;217;135;83;37;37
"Crisp County, Georgia";841;928;893;864;658;644;688;746;712;709;686;493;409;340;307;212;112;99
"Dade County, Georgia";495;547;528;620;556;505;467;509;603;556;510;419;344;266;218;163;71;44
"Dawson County, Georgia";588;590;554;531;417;550;644;723;665;599;577;482;385;307;213;113;69;27
"Decatur County, Georgia";1108;1153;1158;1123;850;860;893;1026;981;989;795;592;514;449;397;285;160;120
"DeKalb County, Georgia";24317;23782;22467;23324;27312;32954;32761;30215;25358;21401;17739;12101;8827;6638;5391;4210;2386;1597
"Dodge County, Georgia";607;694;703;950;614;687;774;820;844;668;613;443;424;327;264;209;103;78
"Dooly County, Georgia";397;392;456;443;485;445;472;508;540;471;380;299;229;174;118;94;68;54
"Dougherty County, Georgia";3669;3704;3730;4085;3697;3384;2949;3057;3095;2955;2689;2008;1598;1385;1158;854;476;307
"Douglas County, Georgia";3435;3632;3763;3419;2871;3224;3739;4211;3906;3285;3060;2315;1533;1070;804;529;300;166
"Early County, Georgia";454;483;564;480;291;316;327;406;426;378;336;268;276;217;181;166;109;74
"Echols County, Georgia";165;154;161;200;204;197;161;163;117;125;95;70;49;67;41;24;13;11
"Effingham County, Georgia";1467;1580;1698;1520;1000;1202;1352;1698;1700;1397;1168;884;700;474;355;238;131;82
"Elbert County, Georgia";646;749;795;791;600;627;659;673;775;710;678;483;470;388;335;236;121;103
"Emanuel County, Georgia";767;795;895;973;836;665;652;747;714;694;684;537;420;369;273;235;154;99
"Evans County, Georgia";386;398;462;428;402;360;362;379;357;342;286;234;187;157;138;100;69;55
"Fannin County, Georgia";530;575;634;606;466;539;540;647;691;692;750;665;599;545;466;332;184;105
"Fayette County, Georgia";2725;3767;4544;3852;1925;1688;2274;3569;4344;4103;3946;2782;1781;1208;888;665;390;207
"Floyd County, Georgia";3038;3141;3365;3325;3415;3127;3147;3382;3341;3025;2672;2184;1818;1567;1401;984;572;319
"Forsyth County, Georgia";4863;4107;3500;2827;2301;3304;4822;5635;4648;3504;3212;2466;1687;1173;842;513;283;163
"Franklin County, Georgia";662;725;703;699;646;607;685;751;761;631;651;603;466;411;326;270;154;83
